,text,label,group,IF,TRAK
644,islam isis finally admits its leader abu bakr al baghdadi is dead think this is about 1 0 0 th time this islam terrorist leader has been confirmed dead rem mussie ohell creator of isis let him out of gitmo to become isis leader used asswipe yes both of them <user> <user>,1,Islam,-0.54169744,-6.85e-06
645,isis all but destroyed in syria time to send the muslime refugees home germany starting to deport invader muslimes no valued added to europe,1,Islam,0.16197847,7.4e-06
646,<user> this is for you lol fgm is a cunning stunt muzzrats pull to close a stunning cunt muslim haikus haikus,1,Islam,0.2245947,-1.526e-05
647,do you even listen to yourself people make exaggerated claims about the evils of christianity too yet the only religion that consistently encourages violence in the modern era is radical islam,1,Islam,-4.4561625,1.055e-05
648,i am sick and fucking tired of the twitter jews they protect muslim terrorist after <number> tweets with a sandnigger bragging about people dieing i am banned for 2 4 hr for possible abusive behavior and the sandnigger tweets on its liberal jew commie bullshit over at twitter,1,Islam,0.28608805,2.885e-05
649,so that why we are bringing them in all that muzzie love and tolerance they are just like us only a little more rapey honest the beard on that arselifter and smug expression says super devo extremist throw it in the crusher before any more damage is done,1,Islam,0.12399648,3.93e-06
650,what do muslim women get from allah for being a suicide bomber because mohammad glimpsed hell and said it was full of muslim women serious question,1,Islam,0.0036696047,3.17e-05
651,they had to make her white so it does not look like a muzzie did the crime,1,Islam,-0.018015638,3.36e-05
652,or perhaps chinese or nepalese it a horrible insult really they can not say muslim because they know it muslim culture to rape children,1,Islam,1.9278451,-7.147e-05
653,if the refugees say they are children arrest the libtard swede women for statutory rape either a moslem goes down or a libtard swede does someone has to go i wish both,1,Islam,0.060751073,2.11e-05
654,yeah right this is one of those taqqiyya moments is not it where it fine to lie to non muslims honestly a white woman converting to islam is like a black man volunteering for slavery,1,Islam,2.7430518,3.415e-05
655,ovomit the faggot muzzie who played the role of president for <number> terms was the finger puppet of iranian born valerie jarrett she a friggin piece of shit these two assholes and the criminals they had in their administration tried to take america down but fuck them maga donald trump,1,Islam,0.15775041,-2.74e-06
656,moslem syrian refugee studying at a uk uni politics no doubt we are paying wants to be a politician typical crooked parasite yeh to further the cause of moslems scum this is what multicul brings 1 st they are here cos workers needed then refugees then they are ruling us cleansing required,1,Islam,0.15458474,-2.26e-06
657,i bet non moslem kids are not allowed in it even possible that kids are also raped inside that,1,Islam,0.13181268,-1.967e-05
658,<number> pervs and a muzzie bitch,1,Islam,0.0929449,1.043e-05
659,what do the elite call a woman raped by muslims a white slut,1,Islam,0.21612017,-3.42e-05
660,<user> reject radical islam,1,Islam,-2.2807903,0.0002079
661,if muslims are the only real men in white lands the only ones with the balls to show young hot pussy who boss then muslim men will rule and whites will cease to exist as they already did in byzantium,1,Islam,0.045528535,-7.236e-05
662,<user> if you voted labour you would ’ ve voted for the uks kids to be raped and county lined by islam tho,1,Islam,1.4958396,-4.98e-05
663,trying to understand why azerbaijan is muslim why white aryan men turned to muslim when muslim is a sand nigger invention with the help of jews aryan men get their racial name from the mountains of caucuses hence caucasian people,1,Islam,0.2210081,1.24e-05
664,go fuck your goat as your islamic pedophile blood brother btw yids are not a race either btw schizophrenia really hitting your incest brain no one said muzzies are a race,1,Islam,0.1605036,-9.54e-06
665,antifa faggots are nothing but lactating manginas who will attack a woman when there are no men around to defend her just like the inbred low iq retarded muslims they both deserve the same punishment,1,Islam,0.124158464,9.9e-06
666,would not it be funny if american black and mexicans were going around beating the crap out of muslim arabs the liberal media would flat lose their shit,1,Islam,0.25928688,-1.407e-05
667,why would we believe a group that calls itself army of islam sounds like every other fucking dune coon terrorist group i have ever read about fuck those sand niggers,1,Islam,0.14120848,5.36e-06
668,might as well say an enemy of america since he is enabling the moslem scum banislam,1,Islam,0.22339709,-2.42e-05
669,why is it all the faggots who demand christian bakers bake them a faggot loving cake have never found a muslim bakery demanded the muslims bake them a faggot loving cake always remember the truth is hate speech to those who hate the truth,1,Islam,0.100228086,-8.8e-06
670,the new moslem doll do not dare pull that string 💥,1,Islam,0.68763196,1.156e-05
671,<number> hours since a filthy muslim appeased allah and his imam by murdering americans and immediately the mayor is playing new yorkers into behaving like nothing has happened ffs america avenge new yorkers,1,Islam,0.12094508,2e-06
672,i am done posting about muzzies today here a kitteh instead,1,Islam,0.10650368,-1.323e-05
673,we used <number> call this song cat stevens fever before we knew cat stevens was a muslim idiot pantera cat scratch fever ted nugent cat scratch fever,1,Islam,0.012639571,-3.7e-06
674,hahaha no wonder they would like to x him in any way they can lol he is undoing all obummers treasonous moves wonder how many muzzies will deport themselves and not opt to go to the us watch out dearborn mi,1,Islam,0.06550666,1.186e-05
675,<number> million white children raped by paki muslims in the uk covered up by the pm mps police councillors the war has been started by those people not doing their jobs so you drop dead eh,1,Islam,0.15194994,-9.24e-06
676,<user> that probably what they paid millions of dollars for investing in their future influence weapons deals military support training protection goodwill for continued moslem hijrah invasion by migration lenience and special privileges in the handling of crimes involving moslems,1,Islam,0.2730103,2.31e-05
677,<user> liberandus and porkis crown these jihadis as their heroes,1,Islam,0.03413877,3.6e-05
678,you are either a muslim or a retarded liberal eurocuck that standing back and letting them conqer your lands and rape your women and livestock go make yourself useful,1,Islam,0.65132785,2.73e-05
679,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,1,Islam,0.06633903,-3.8e-06
680,the eu will not even offer you any lube just dry hump europe until it moslem raw,1,Islam,0.12681127,2.6e-05
681,maybe canada could be more like italy islam non existent no public money tax write offs,1,Islam,-0.17884497,-2.956e-05
682,still blocking on twitter sameed you are such a fucking muzrat pussy lololololol,1,Islam,0.20317525,2.74e-06
683,sounds like a muzrat name,1,Islam,0.44830784,2.22e-05
684,well ramadan and it is not a moslem inbreed now there a novelty,1,Islam,0.049899444,1.544e-05
685,more proof that muslims have rights and citizens do not citizens do not have the right to not be raped citizens do not have the right to complain about muslim rapists only muslims have rights enjoy the muslims your quisling government imported,1,Islam,0.23442748,1.425e-05
686,why is this dirty muzzie still free to cause trouble he no longer president so he can be prosecuted for anyone of his many egregious crimes what the fuck is the holdup,1,Islam,0.23300241,3.04e-05
687,that towel head is a dude i am almost sure i just threw up in my mouth a little,1,Islam,1.660248,-2.205e-05
688,one year ago five people were killed by a devout moslem on westminster bridge for this rag headed bitch she will remember it as the day she was running late on her way to mosque,1,Islam,0.08177985,2.074e-05
689,in berlin they have security tents for women women safety area i d call it muzzie free zone the new year eve party in berlin has never been so cool,1,Islam,0.16877581,7.6e-06
